"site","date","channel_grouping","device","sum(sessions)"
Arboriculture Fruitière,"2023-03-30",Organic Search,mobile,2
Arboriculture Fruitière,"2023-03-30",Organic Search,tablet,2
Arboriculture Fruitière,"2023-03-30",Referral,desktop,12
Arboriculture Fruitière,"2023-03-30",Social,desktop,2
Arboriculture Fruitière,"2023-03-30",Social,mobile,2
Arboriculture Fruitière,"2023-03-31",Direct,desktop,47
Arboriculture Fruitière,"2023-03-31",Email,desktop,39
Arboriculture Fruitière,"2023-03-31",Email,mobile,1
Arboriculture Fruitière,"2023-03-31",Email,tablet,1
Arboriculture Fruitière,"2023-03-31",Organic Search,desktop,32
Arboriculture Fruitière,"2023-03-31",Organic Search,mobile,2
Arboriculture Fruitière,"2023-03-31",Organic Search,tablet,1
Arboriculture Fruitière,"2023-03-31",Referral,desktop,4
Arboriculture Fruitière,"2023-03-31",Social,desktop,6
Arboriculture Fruitière,"2023-03-31",Social,mobile,1
Arboriculture Fruitière,"2023-04-01",Direct,desktop,1
Arboriculture Fruitière,"2023-04-01",Email,desktop,6
Arboriculture Fruitière,"2023-04-01",Email,mobile,1
Arboriculture Fruitière,"2023-04-01",Email,tablet,1
Arboriculture Fruitière,"2023-04-01",Organic Search,desktop,5
Arboriculture Fruitière,"2023-04-01",Organic Search,mobile,3
Arboriculture Fruitière,"2023-04-01",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-01",Referral,desktop,2
Arboriculture Fruitière,"2023-04-02",Email,desktop,2
Arboriculture Fruitière,"2023-04-02",Organic Search,desktop,7
Arboriculture Fruitière,"2023-04-02",Social,desktop,2
Arboriculture Fruitière,"2023-04-03",Direct,desktop,19
Arboriculture Fruitière,"2023-04-03",Email,desktop,14
Arboriculture Fruitière,"2023-04-03",Email,mobile,1
Arboriculture Fruitière,"2023-04-03",Organic Search,desktop,34
Arboriculture Fruitière,"2023-04-03",Organic Search,mobile,3
Arboriculture Fruitière,"2023-04-03",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-03",Referral,desktop,4
Arboriculture Fruitière,"2023-04-03",Social,desktop,2
Arboriculture Fruitière,"2023-04-04",Direct,desktop,17
Arboriculture Fruitière,"2023-04-04",Direct,mobile,1
Arboriculture Fruitière,"2023-04-04",Email,desktop,3
Arboriculture Fruitière,"2023-04-04",Organic Search,desktop,47
Arboriculture Fruitière,"2023-04-04",Organic Search,mobile,4
Arboriculture Fruitière,"2023-04-04",Referral,desktop,3
Arboriculture Fruitière,"2023-04-04",Social,desktop,1
Arboriculture Fruitière,"2023-04-05",Direct,desktop,31
Arboriculture Fruitière,"2023-04-05",Direct,mobile,1
Arboriculture Fruitière,"2023-04-05",Email,desktop,4
Arboriculture Fruitière,"2023-04-05",Organic Search,desktop,35
Arboriculture Fruitière,"2023-04-05",Organic Search,tablet,2
Arboriculture Fruitière,"2023-04-05",Social,mobile,1
Arboriculture Fruitière,"2023-04-06",Direct,desktop,15
Arboriculture Fruitière,"2023-04-06",Email,desktop,22
Arboriculture Fruitière,"2023-04-06",Email,mobile,1
Arboriculture Fruitière,"2023-04-06",Organic Search,desktop,29
Arboriculture Fruitière,"2023-04-06",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-06",Referral,desktop,2
Arboriculture Fruitière,"2023-04-06",Social,desktop,4
Arboriculture Fruitière,"2023-04-06",Social,mobile,1
Arboriculture Fruitière,"2023-04-07",Direct,desktop,16
Arboriculture Fruitière,"2023-04-07",Email,desktop,11
Arboriculture Fruitière,"2023-04-07",Email,mobile,2
Arboriculture Fruitière,"2023-04-07",Organic Search,desktop,25
Arboriculture Fruitière,"2023-04-07",Organic Search,mobile,3
Arboriculture Fruitière,"2023-04-07",Social,desktop,1
Arboriculture Fruitière,"2023-04-08",Direct,desktop,2
Arboriculture Fruitière,"2023-04-08",Email,desktop,2
Arboriculture Fruitière,"2023-04-08",Organic Search,desktop,11
Arboriculture Fruitière,"2023-04-08",Organic Search,mobile,2
Arboriculture Fruitière,"2023-04-08",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-09",Direct,desktop,2
Arboriculture Fruitière,"2023-04-09",Email,desktop,1
Arboriculture Fruitière,"2023-04-09",Email,tablet,1
Arboriculture Fruitière,"2023-04-09",Organic Search,desktop,5
Arboriculture Fruitière,"2023-04-09",Organic Search,mobile,3
Arboriculture Fruitière,"2023-04-09",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-09",Social,desktop,2
Arboriculture Fruitière,"2023-04-10",Direct,desktop,3
Arboriculture Fruitière,"2023-04-10",Email,desktop,1
Arboriculture Fruitière,"2023-04-10",Organic Search,desktop,9
Arboriculture Fruitière,"2023-04-10",Organic Search,mobile,1
Arboriculture Fruitière,"2023-04-10",Social,mobile,1
Arboriculture Fruitière,"2023-04-11",Direct,desktop,21
Arboriculture Fruitière,"2023-04-11",Direct,mobile,1
Arboriculture Fruitière,"2023-04-11",Email,desktop,5
Arboriculture Fruitière,"2023-04-11",Organic Search,desktop,53
Arboriculture Fruitière,"2023-04-11",Organic Search,mobile,1
Arboriculture Fruitière,"2023-04-11",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-11",Referral,desktop,2
Arboriculture Fruitière,"2023-04-11",Social,desktop,4
Arboriculture Fruitière,"2023-04-12",Direct,desktop,27
Arboriculture Fruitière,"2023-04-12",Email,desktop,1
Arboriculture Fruitière,"2023-04-12",Organic Search,desktop,21
Arboriculture Fruitière,"2023-04-12",Organic Search,mobile,5
Arboriculture Fruitière,"2023-04-12",Referral,desktop,4
Arboriculture Fruitière,"2023-04-12",Social,desktop,1
Arboriculture Fruitière,"2023-04-12",Social,mobile,1
Arboriculture Fruitière,"2023-04-13",Direct,desktop,24
Arboriculture Fruitière,"2023-04-13",Email,desktop,28
Arboriculture Fruitière,"2023-04-13",Email,mobile,2
Arboriculture Fruitière,"2023-04-13",Organic Search,desktop,43
Arboriculture Fruitière,"2023-04-13",Organic Search,mobile,2
Arboriculture Fruitière,"2023-04-13",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-13",Referral,desktop,8
Arboriculture Fruitière,"2023-04-13",Social,desktop,1
Arboriculture Fruitière,"2023-04-14",Direct,desktop,13
Arboriculture Fruitière,"2023-04-14",Email,desktop,14
Arboriculture Fruitière,"2023-04-14",Email,tablet,1
Arboriculture Fruitière,"2023-04-14",Organic Search,desktop,27
Arboriculture Fruitière,"2023-04-14",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-14",Referral,desktop,3
Arboriculture Fruitière,"2023-04-14",Social,mobile,1
Arboriculture Fruitière,"2023-04-15",Direct,mobile,1
Arboriculture Fruitière,"2023-04-15",Email,desktop,3
Arboriculture Fruitière,"2023-04-15",Email,mobile,1
Arboriculture Fruitière,"2023-04-15",Organic Search,desktop,12
Arboriculture Fruitière,"2023-04-15",Social,mobile,1
Arboriculture Fruitière,"2023-04-16",Direct,desktop,4
Arboriculture Fruitière,"2023-04-16",Direct,mobile,1
Arboriculture Fruitière,"2023-04-16",Email,desktop,2
Arboriculture Fruitière,"2023-04-16",Organic Search,desktop,8
Arboriculture Fruitière,"2023-04-16",Organic Search,mobile,1
Arboriculture Fruitière,"2023-04-17",Direct,desktop,11
Arboriculture Fruitière,"2023-04-17",Direct,mobile,1
Arboriculture Fruitière,"2023-04-17",Email,desktop,8
Arboriculture Fruitière,"2023-04-17",Email,mobile,1
Arboriculture Fruitière,"2023-04-17",Organic Search,desktop,46
Arboriculture Fruitière,"2023-04-17",Organic Search,mobile,1
Arboriculture Fruitière,"2023-04-17",Organic Search,tablet,2
Arboriculture Fruitière,"2023-04-17",Referral,desktop,2
Arboriculture Fruitière,"2023-04-17",Social,desktop,1
Arboriculture Fruitière,"2023-04-18",Direct,desktop,23
Arboriculture Fruitière,"2023-04-18",Direct,tablet,2
Arboriculture Fruitière,"2023-04-18",Email,desktop,2
Arboriculture Fruitière,"2023-04-18",Organic Search,desktop,43
Arboriculture Fruitière,"2023-04-18",Organic Search,mobile,2
Arboriculture Fruitière,"2023-04-18",Organic Search,tablet,3
Arboriculture Fruitière,"2023-04-18",Referral,desktop,4
Arboriculture Fruitière,"2023-04-18",Social,desktop,7
Arboriculture Fruitière,"2023-04-19",Direct,desktop,26
Arboriculture Fruitière,"2023-04-19",Direct,mobile,1
Arboriculture Fruitière,"2023-04-19",Email,desktop,2
Arboriculture Fruitière,"2023-04-19",Organic Search,desktop,41
Arboriculture Fruitière,"2023-04-19",Organic Search,mobile,2
Arboriculture Fruitière,"2023-04-19",Social,desktop,1
Arboriculture Fruitière,"2023-04-20",Direct,desktop,30
Arboriculture Fruitière,"2023-04-20",Email,desktop,48
Arboriculture Fruitière,"2023-04-20",Email,mobile,6
Arboriculture Fruitière,"2023-04-20",Organic Search,desktop,41
Arboriculture Fruitière,"2023-04-20",Organic Search,mobile,4
Arboriculture Fruitière,"2023-04-20",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-20",Social,desktop,9
Arboriculture Fruitière,"2023-04-20",Social,mobile,1
Arboriculture Fruitière,"2023-04-21",Direct,desktop,17
Arboriculture Fruitière,"2023-04-21",Email,desktop,29
Arboriculture Fruitière,"2023-04-21",Email,mobile,3
Arboriculture Fruitière,"2023-04-21",Email,tablet,1
Arboriculture Fruitière,"2023-04-21",Organic Search,desktop,16
Arboriculture Fruitière,"2023-04-21",Social,desktop,1
Arboriculture Fruitière,"2023-04-21",Social,mobile,1
Arboriculture Fruitière,"2023-04-22",Email,desktop,2
Arboriculture Fruitière,"2023-04-22",Email,mobile,2
Arboriculture Fruitière,"2023-04-22",Organic Search,desktop,10
Arboriculture Fruitière,"2023-04-22",Social,desktop,3
Arboriculture Fruitière,"2023-04-22",Social,mobile,1
Arboriculture Fruitière,"2023-04-23",Direct,desktop,2
Arboriculture Fruitière,"2023-04-23",Email,desktop,5
Arboriculture Fruitière,"2023-04-23",Organic Search,desktop,10
Arboriculture Fruitière,"2023-04-23",Organic Search,mobile,3
Arboriculture Fruitière,"2023-04-23",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-23",Social,desktop,1
Arboriculture Fruitière,"2023-04-24",Direct,desktop,18
Arboriculture Fruitière,"2023-04-24",Email,desktop,14
Arboriculture Fruitière,"2023-04-24",Organic Search,desktop,40
Arboriculture Fruitière,"2023-04-24",Organic Search,mobile,2
Arboriculture Fruitière,"2023-04-24",Social,desktop,4
Arboriculture Fruitière,"2023-04-25",Direct,desktop,16
Arboriculture Fruitière,"2023-04-25",Email,desktop,3
Arboriculture Fruitière,"2023-04-25",Organic Search,desktop,22
Arboriculture Fruitière,"2023-04-25",Organic Search,mobile,1
Arboriculture Fruitière,"2023-04-25",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-25",Referral,desktop,1
Arboriculture Fruitière,"2023-04-25",Social,desktop,3
Arboriculture Fruitière,"2023-04-26",Direct,desktop,21
Arboriculture Fruitière,"2023-04-26",Email,desktop,2
Arboriculture Fruitière,"2023-04-26",Organic Search,desktop,32
Arboriculture Fruitière,"2023-04-26",Organic Search,mobile,1
Arboriculture Fruitière,"2023-04-26",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-26",Referral,desktop,3
Arboriculture Fruitière,"2023-04-26",Social,desktop,3
Arboriculture Fruitière,"2023-04-26",Social,tablet,1
Arboriculture Fruitière,"2023-04-27",Direct,desktop,23
Arboriculture Fruitière,"2023-04-27",Email,desktop,55
Arboriculture Fruitière,"2023-04-27",Email,mobile,2
Arboriculture Fruitière,"2023-04-27",Email,tablet,2
Arboriculture Fruitière,"2023-04-27",Organic Search,desktop,32
Arboriculture Fruitière,"2023-04-27",Organic Search,mobile,1
Arboriculture Fruitière,"2023-04-27",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-27",Referral,desktop,2
Arboriculture Fruitière,"2023-04-27",Social,desktop,3
Arboriculture Fruitière,"2023-04-28",Direct,desktop,15
Arboriculture Fruitière,"2023-04-28",Direct,mobile,3
Arboriculture Fruitière,"2023-04-28",Direct,tablet,1
Arboriculture Fruitière,"2023-04-28",Email,desktop,26
Arboriculture Fruitière,"2023-04-28",Email,mobile,1
Arboriculture Fruitière,"2023-04-28",Organic Search,desktop,33
Arboriculture Fruitière,"2023-04-28",Organic Search,mobile,3
Arboriculture Fruitière,"2023-04-28",Organic Search,tablet,1
Arboriculture Fruitière,"2023-04-28",Referral,desktop,3
Arboriculture Fruitière,"2023-04-28",Social,desktop,4
Arboriculture Fruitière,"2023-04-28",Social,mobile,3
Arboriculture Fruitière,"2023-04-28",Social,tablet,1
Arboriculture Fruitière,"2023-04-29",Direct,desktop,1
Arboriculture Fruitière,"2023-04-29",Email,desktop,2
Arboriculture Fruitière,"2023-04-29",Organic Search,desktop,16
Arboriculture Fruitière,"2023-04-29",Organic Search,tablet,2
Arboriculture Fruitière,"2023-04-29",Social,desktop,1
Arboriculture Fruitière,"2023-04-30",Direct,tablet,1
Arboriculture Fruitière,"2023-04-30",Email,desktop,1
Arboriculture Fruitière,"2023-04-30",Organic Search,desktop,14
Arboriculture Fruitière,"2023-04-30",Organic Search,mobile,1
Arboriculture Fruitière,"2023-04-30",Organic Search,tablet,4
Arboriculture Fruitière,"2023-05-01",Direct,desktop,2
Arboriculture Fruitière,"2023-05-01",Email,desktop,2
Arboriculture Fruitière,"2023-05-01",Organic Search,desktop,12
Arboriculture Fruitière,"2023-05-01",Referral,desktop,2
Arboriculture Fruitière,"2023-05-02",Direct,desktop,12
Arboriculture Fruitière,"2023-05-02",Direct,mobile,3
Arboriculture Fruitière,"2023-05-02",Email,desktop,9
Arboriculture Fruitière,"2023-05-02",Organic Search,desktop,35
Arboriculture Fruitière,"2023-05-02",Organic Search,mobile,1
Arboriculture Fruitière,"2023-05-02",Referral,desktop,3
Arboriculture Fruitière,"2023-05-02",Social,desktop,3
Arboriculture Fruitière,"2023-05-03",Direct,desktop,14
Arboriculture Fruitière,"2023-05-03",Direct,mobile,1
Arboriculture Fruitière,"2023-05-03",Email,desktop,2
Arboriculture Fruitière,"2023-05-03",Organic Search,desktop,38
Arboriculture Fruitière,"2023-05-03",Organic Search,mobile,1
Arboriculture Fruitière,"2023-05-03",Referral,desktop,4
Arboriculture Fruitière,"2023-05-03",Social,desktop,1
Arboriculture Fruitière,"2023-05-04",Direct,desktop,22
Arboriculture Fruitière,"2023-05-04",Email,desktop,41
Arboriculture Fruitière,"2023-05-04",Email,mobile,4
Arboriculture Fruitière,"2023-05-04",Email,tablet,1
Arboriculture Fruitière,"2023-05-04",Organic Search,desktop,25
Arboriculture Fruitière,"2023-05-04",Organic Search,mobile,3
Arboriculture Fruitière,"2023-05-04",Referral,desktop,3
Arboriculture Fruitière,"2023-05-04",Referral,mobile,1
Arboriculture Fruitière,"2023-05-04",Social,desktop,3
Arboriculture Fruitière,"2023-05-05",Direct,desktop,23
Arboriculture Fruitière,"2023-05-05",Email,desktop,31
Arboriculture Fruitière,"2023-05-05",Email,mobile,1
Arboriculture Fruitière,"2023-05-05",Organic Search,desktop,36
Arboriculture Fruitière,"2023-05-05",Organic Search,mobile,1
Arboriculture Fruitière,"2023-05-05",Organic Search,tablet,1
Arboriculture Fruitière,"2023-05-05",Referral,desktop,1
Arboriculture Fruitière,"2023-05-06",Direct,desktop,1
Arboriculture Fruitière,"2023-05-06",Direct,mobile,1
Arboriculture Fruitière,"2023-05-06",Direct,tablet,1
Arboriculture Fruitière,"2023-05-06",Email,desktop,3
Arboriculture Fruitière,"2023-05-06",Email,tablet,4
Arboriculture Fruitière,"2023-05-06",Organic Search,desktop,9
Arboriculture Fruitière,"2023-05-06",Organic Search,mobile,3
Arboriculture Fruitière,"2023-05-06",Organic Search,tablet,1
Arboriculture Fruitière,"2023-05-06",Social,desktop,2
Arboriculture Fruitière,"2023-05-07",Email,desktop,1
Arboriculture Fruitière,"2023-05-07",Email,tablet,1
Arboriculture Fruitière,"2023-05-07",Organic Search,desktop,14
Arboriculture Fruitière,"2023-05-07",Organic Search,mobile,2
Arboriculture Fruitière,"2023-05-07",Social,mobile,1
Arboriculture Fruitière,"2023-05-08",Direct,desktop,8
